SystemSize_m,Avg_Naive_Error,Avg_Local_Error,Classical_Exact_Error,Avg_Naive_Time_sec,Avg_Local_Time_sec
100.0,0.4084955509561578,0.2781234473939845,1.0660108489375493,0.080252687,0.6125570256666667
