m,c,Beta,GlobalSampledSamples,GlobalSampledRepeats,GlobalSampledError,GlobalSampledErrorStd,ClassicalExactError,Seed
100,0.1,0.5,100000,1,0.07560384094222394,0.0,1.0660108489375772,20240931
